transaction_id,order_id,customer_id,product_id,timestamp,amount,payment_method,payment_status,failure_reason,processing_time,device_type
TXN-000189,ORD-00235,CUST-0022,PROD-PHN-002,2026-08-09 20:32:07,23999.0,Net Banking,FAILED,TIMEOUT,12.92,Mobile
TXN-000190,ORD-00236,CUST-0019,PROD-WAT-004,2026-08-06 13:18:01,7999.0,UPI,SUCCESS,NONE,3.34,Mobile
TXN-000191,ORD-00237,CUST-0298,PROD-PHN-001,2026-08-03 17:45:49,24999.0,Card,SUCCESS,NONE,5.78,Mobile
TXN-000192,ORD-00240,CUST-0168,PROD-WAT-003,2026-06-25 23:03:46,27900.0,UPI,SUCCESS,NONE,2.33,Mobile
TXN-000193,ORD-00241,CUST-0247,PROD-PHN-001,2026-08-26 12:44:17,24999.0,UPI,SUCCESS,NONE,2.46,Mobile
TXN-000194,ORD-00243,CUST-0062,PROD-SHO-003,2026-07-09 16:28:50,3299.0,UPI,SUCCESS,NONE,3.69,Desktop
TXN-000195,ORD-00245,CUST-0028,PROD-AUD-004,2026-07-25 12:10:25,1999.0,Card,SUCCESS,NONE,4.26,Mobile
TXN-000196,ORD-00247,CUST-0229,PROD-ACC-003,2026-07-13 23:21:12,10999.0,UPI,SUCCESS,NONE,4.16,Mobile
TXN-000197,ORD-00248,CUST-0228,PROD-PHN-001,2026-06-15 22:58:37,24999.0,UPI,SUCCESS,NONE,2.24,Tablet
TXN-000198,ORD-00249,CUST-0228,PROD-ACC-002,2026-06-30 21:22:53,7499.0,UPI,SUCCESS,NONE,3.58,Mobile
TXN-000199,ORD-00251,CUST-0195,PROD-LAP-006,2026-08-25 05:48:58,49990.0,UPI,SUCCESS,NONE,2.88,Mobile
TXN-000200,ORD-00252,CUST-0172,PROD-WAT-002,2026-07-02 16:39:46,4299.0,Card,SUCCESS,NONE,3.7,Desktop
TXN-000201,ORD-00253,CUST-0171,PROD-AUD-002,2026-06-27 09:45:40,3899.0,Card,FAILED,TIMEOUT,7.39,Mobile
TXN-000202,ORD-00254,CUST-0255,PROD-AUD-003,2026-06-16 19:32:32,4999.0,Net Banking,SUCCESS,NONE,9.57,Mobile
TXN-000203,ORD-00255,CUST-0187,PROD-ACC-003,2026-07-19 17:32:37,10999.0,Card,SUCCESS,NONE,2.84,Mobile
TXN-000204,ORD-00256,CUST-0020,PROD-LAP-006,2026-06-07 20:48:11,49990.0,Wallet,SUCCESS,NONE,1.8,Mobile
TXN-000205,ORD-00257,CUST-0202,PROD-SHO-003,2026-08-17 11:29:45,3299.0,Card,SUCCESS,NONE,5.18,Mobile
TXN-000206,ORD-00259,CUST-0263,PROD-AUD-002,2026-06-11 16:08:00,3899.0,UPI,SUCCESS,NONE,2.97,Desktop
TXN-000207,ORD-00260,CUST-0274,PROD-ACC-001,2026-08-04 14:00:45,8995.0,Card,SUCCESS,NONE,4.05,Mobile
TXN-000208,ORD-00264,CUST-0204,PROD-AUD-005,2026-08-02 10:45:17,22990.0,UPI,SUCCESS,NONE,3.64,Desktop
TXN-000209,ORD-00265,CUST-0131,PROD-AUD-004,2026-08-11 17:31:40,1999.0,UPI,SUCCESS,NONE,2.34,Mobile
TXN-000210,ORD-00266,CUST-0107,PROD-AUD-010,2026-08-22 20:34:47,4699.0,UPI,SUCCESS,NONE,3.78,Mobile
TXN-000211,ORD-00269,CUST-0239,PROD-SHO-003,2026-08-21 08:41:51,3299.0,UPI,SUCCESS,NONE,4.42,Mobile
TXN-000212,ORD-00270,CUST-0042,PROD-LAP-003,2026-07-22 04:06:27,59990.0,UPI,SUCCESS,NONE,3.07,Mobile
TXN-000213,ORD-00271,CUST-0134,PROD-AUD-007,2026-06-28 18:27:48,1499.0,Net Banking,FAILED,TIMEOUT,5.18,Mobile
TXN-000214,ORD-00272,CUST-0103,PROD-AUD-002,2026-06-08 06:36:56,3899.0,UPI,FAILED,TIMEOUT,2.4,Mobile
TXN-000215,ORD-00274,CUST-0100,PROD-LAP-001,2026-08-20 23:23:40,48990.0,Card,SUCCESS,NONE,4.11,Mobile
TXN-000216,ORD-00275,CUST-0216,PROD-PHN-002,2026-08-12 22:23:33,23999.0,Net Banking,SUCCESS,NONE,5.22,Mobile
TXN-000217,ORD-00277,CUST-0047,PROD-WAT-003,2026-08-21 02:14:36,27900.0,UPI,SUCCESS,NONE,4.09,Mobile
TXN-000218,ORD-00278,CUST-0290,PROD-SHO-002,2026-08-18 02:26:58,3695.0,UPI,SUCCESS,NONE,1.23,Mobile
TXN-000219,ORD-00279,CUST-0111,PROD-PHN-003,2026-07-28 17:45:53,17499.0,Card,FAILED,INSUFFICIENT_FUNDS,4.34,Mobile
TXN-000220,ORD-00280,CUST-0143,PROD-ACC-003,2026-08-14 02:45:47,10999.0,Card,SUCCESS,NONE,2.53,Mobile
TXN-000221,ORD-00281,CUST-0122,PROD-ACC-002,2026-06-26 14:55:26,7499.0,Card,SUCCESS,NONE,2.55,Desktop
TXN-000222,ORD-00282,CUST-0021,PROD-PHN-004,2026-08-16 16:25:59,71990.0,Net Banking,SUCCESS,NONE,5.06,Desktop
TXN-000223,ORD-00283,CUST-0270,PROD-PHN-002,2026-06-27 02:58:14,23999.0,Wallet,SUCCESS,NONE,1.4,Tablet
TXN-000224,ORD-00284,CUST-0056,PROD-AUD-008,2026-06-08 06:17:42,7990.0,Net Banking,SUCCESS,NONE,11.15,Mobile
TXN-000225,ORD-00286,CUST-0107,PROD-AUD-001,2026-06-13 06:42:38,4799.0,Card,SUCCESS,NONE,5.46,Mobile
TXN-000226,ORD-00287,CUST-0067,PROD-LAP-005,2026-08-07 07:36:22,94900.0,UPI,SUCCESS,NONE,2.24,Mobile
TXN-000227,ORD-00288,CUST-0214,PROD-AUD-004,2026-08-11 00:48:32,1999.0,UPI,FAILED,TIMEOUT,1.97,Mobile
TXN-000228,ORD-00289,CUST-0053,PROD-AUD-005,2026-08-18 17:23:05,22990.0,UPI,SUCCESS,NONE,2.68,Mobile
TXN-000229,ORD-00290,CUST-0027,PROD-LAP-005,2026-06-15 17:20:13,94900.0,Wallet,SUCCESS,NONE,1.86,Mobile
TXN-000230,ORD-00292,CUST-0245,PROD-LAP-003,2026-08-21 09:50:13,59990.0,Net Banking,FAILED,BANK_DECLINED,4.41,Desktop
TXN-000231,ORD-00294,CUST-0004,PROD-LAP-003,2026-06-28 02:23:30,59990.0,UPI,SUCCESS,NONE,2.19,Mobile
TXN-000232,ORD-00296,CUST-0202,PROD-AUD-003,2026-07-13 06:18:07,4999.0,Card,SUCCESS,NONE,2.97,Mobile
TXN-000233,ORD-00299,CUST-0300,PROD-PHN-003,2026-08-18 19:46:07,17499.0,UPI,SUCCESS,NONE,2.43,Desktop
TXN-000234,ORD-00301,CUST-0041,PROD-AUD-006,2026-07-30 21:45:20,4999.0,Net Banking,FAILED,BANK_DECLINED,4.66,Mobile
TXN-000235,ORD-00303,CUST-0129,PROD-AUD-003,2026-08-30 20:59:04,4999.0,Net Banking,SUCCESS,NONE,13.61,Mobile
TXN-000236,ORD-00304,CUST-0130,PROD-SHO-002,2026-09-01 17:22:58,3695.0,Net Banking,SUCCESS,NONE,4.3,Mobile
TXN-000237,ORD-00305,CUST-0208,PROD-AUD-002,2026-06-20 18:40:11,3899.0,Net Banking,SUCCESS,NONE,8.55,Mobile
TXN-000238,ORD-00306,CUST-0065,PROD-SHO-001,2026-08-02 14:58:19,3799.0,UPI,SUCCESS,NONE,2.56,Mobile
TXN-000239,ORD-00309,CUST-0238,PROD-ACC-002,2026-06-23 08:46:13,7499.0,Card,SUCCESS,NONE,7.47,Mobile
TXN-000240,ORD-00310,CUST-0244,PROD-AUD-008,2026-06-05 21:30:29,7990.0,Card,SUCCESS,NONE,5.22,Mobile
TXN-000241,ORD-00311,CUST-0122,PROD-LAP-001,2026-08-31 14:41:29,48990.0,UPI,SUCCESS,NONE,1.29,Mobile
TXN-000242,ORD-00312,CUST-0098,PROD-AUD-005,2026-06-06 20:16:55,22990.0,Card,SUCCESS,NONE,7.46,Mobile
TXN-000243,ORD-00313,CUST-0152,PROD-LAP-006,2026-08-17 10:52:18,49990.0,UPI,SUCCESS,NONE,2.02,Mobile
TXN-000244,ORD-00314,CUST-0139,PROD-PHN-003,2026-07-25 19:35:12,17499.0,Net Banking,SUCCESS,NONE,14.16,Mobile
TXN-000245,ORD-00315,CUST-0280,PROD-SHO-003,2026-08-25 04:29:59,3299.0,UPI,SUCCESS,NONE,4.47,Tablet
TXN-000246,ORD-00316,CUST-0253,PROD-ACC-003,2026-06-26 23:12:14,10999.0,Net Banking,SUCCESS,NONE,13.32,Desktop
TXN-000247,ORD-00317,CUST-0092,PROD-ACC-003,2026-08-11 00:25:29,10999.0,Card,FAILED,INVALID_REQUEST,7.24,Mobile
TXN-000248,ORD-00318,CUST-0288,PROD-WAT-002,2026-07-26 15:14:30,4299.0,UPI,SUCCESS,NONE,1.97,Mobile
TXN-000249,ORD-00319,CUST-0017,PROD-WAT-003,2026-07-25 02:42:50,27900.0,UPI,SUCCESS,NONE,3.86,Mobile
TXN-000250,ORD-00320,CUST-0107,PROD-WAT-003,2026-06-21 05:30:41,27900.0,Net Banking,SUCCESS,NONE,4.22,Mobile
TXN-000251,ORD-00322,CUST-0075,PROD-LAP-001,2026-06-14 18:27:49,48990.0,Net Banking,FAILED,BANK_DECLINED,7.81,Tablet
TXN-000252,ORD-00324,CUST-0124,PROD-PHN-004,2026-07-03 07:09:49,71990.0,Wallet,SUCCESS,NONE,2.22,Desktop
TXN-000253,ORD-00325,CUST-0299,PROD-AUD-005,2026-07-21 07:15:29,22990.0,UPI,FAILED,BANK_DECLINED,3.49,Tablet
TXN-000254,ORD-00326,CUST-0278,PROD-LAP-006,2026-06-25 16:10:49,49990.0,Net Banking,SUCCESS,NONE,11.49,Mobile
TXN-000255,ORD-00327,CUST-0167,PROD-AUD-001,2026-06-21 06:05:25,4799.0,Wallet,FAILED,INSUFFICIENT_FUNDS,2.1,Tablet
TXN-000256,ORD-00328,CUST-0142,PROD-AUD-005,2026-06-21 16:16:52,22990.0,Wallet,SUCCESS,NONE,1.62,Tablet
TXN-000257,ORD-00331,CUST-0258,PROD-AUD-008,2026-07-07 16:07:34,7990.0,UPI,SUCCESS,NONE,1.49,Desktop
TXN-000258,ORD-00332,CUST-0102,PROD-PHN-004,2026-08-05 01:13:01,71990.0,UPI,SUCCESS,NONE,1.89,Mobile
TXN-000259,ORD-00333,CUST-0012,PROD-AUD-006,2026-07-08 00:40:49,4999.0,UPI,SUCCESS,NONE,2.47,Mobile
TXN-000260,ORD-00334,CUST-0083,PROD-SHO-003,2026-06-20 03:35:47,3299.0,UPI,SUCCESS,NONE,3.0,Mobile
TXN-000261,ORD-00335,CUST-0121,PROD-PHN-002,2026-07-20 13:17:27,23999.0,Card,SUCCESS,NONE,3.63,Desktop
TXN-000262,ORD-00336,CUST-0110,PROD-AUD-010,2026-08-20 14:15:29,4699.0,UPI,SUCCESS,NONE,4.34,Mobile
TXN-000263,ORD-00337,CUST-0215,PROD-AUD-002,2026-06-20 12:22:25,3899.0,UPI,FAILED,BANK_DECLINED,4.31,Mobile
TXN-000264,ORD-00338,CUST-0122,PROD-PHN-001,2026-07-31 16:11:29,24999.0,Net Banking,SUCCESS,NONE,8.4,Desktop
TXN-000265,ORD-00339,CUST-0021,PROD-AUD-008,2026-08-01 23:09:09,7990.0,UPI,SUCCESS,NONE,1.88,Mobile
TXN-000266,ORD-00340,CUST-0060,PROD-WAT-001,2026-08-10 16:35:09,3499.0,Wallet,SUCCESS,NONE,2.85,Mobile
TXN-000267,ORD-00342,CUST-0171,PROD-WAT-004,2026-07-29 12:19:12,7999.0,UPI,SUCCESS,NONE,1.21,Mobile
TXN-000268,ORD-00343,CUST-0022,PROD-AUD-003,2026-08-22 23:49:11,4999.0,Card,SUCCESS,NONE,2.63,Mobile
TXN-000269,ORD-00344,CUST-0052,PROD-AUD-004,2026-07-02 07:58:11,1999.0,UPI,SUCCESS,NONE,3.79,Mobile
TXN-000270,ORD-00345,CUST-0196,PROD-WAT-001,2026-08-29 21:12:56,3499.0,UPI,SUCCESS,NONE,1.81,Mobile
TXN-000271,ORD-00347,CUST-0138,PROD-ACC-003,2026-06-08 07:57:53,10999.0,UPI,SUCCESS,NONE,2.09,Mobile
TXN-000272,ORD-00348,CUST-0120,PROD-SHO-004,2026-08-16 00:50:05,3999.0,UPI,SUCCESS,NONE,3.87,Mobile
TXN-000273,ORD-00349,CUST-0174,PROD-ACC-003,2026-08-16 10:40:20,10999.0,Card,SUCCESS,NONE,6.59,Desktop
TXN-000274,ORD-00350,CUST-0256,PROD-PHN-003,2026-07-25 23:50:20,17499.0,Wallet,SUCCESS,NONE,1.66,Mobile
TXN-000275,ORD-00351,CUST-0195,PROD-PHN-004,2026-07-12 07:57:39,71990.0,Card,SUCCESS,NONE,7.0,Mobile
TXN-000276,ORD-00352,CUST-0260,PROD-LAP-006,2026-08-08 18:46:14,49990.0,UPI,FAILED,TIMEOUT,2.68,Tablet
TXN-000277,ORD-00353,CUST-0256,PROD-PHN-004,2026-06-24 13:44:23,71990.0,UPI,SUCCESS,NONE,4.46,Mobile
TXN-000278,ORD-00354,CUST-0019,PROD-AUD-009,2026-08-22 20:42:47,2299.0,Net Banking,FAILED,TIMEOUT,13.29,Mobile
TXN-000279,ORD-00355,CUST-0294,PROD-WAT-004,2026-06-12 10:47:19,7999.0,UPI,SUCCESS,NONE,2.11,Mobile
TXN-000280,ORD-00357,CUST-0189,PROD-ACC-001,2026-08-11 00:04:42,8995.0,UPI,SUCCESS,NONE,2.57,Mobile
TXN-000281,ORD-00358,CUST-0042,PROD-AUD-001,2026-07-31 01:59:08,4799.0,Wallet,SUCCESS,NONE,1.3,Mobile
TXN-000282,ORD-00359,CUST-0151,PROD-LAP-006,2026-08-19 06:55:12,49990.0,UPI,SUCCESS,NONE,2.56,Mobile
TXN-000283,ORD-00360,CUST-0101,PROD-AUD-003,2026-07-21 03:29:40,4999.0,UPI,SUCCESS,NONE,2.53,Mobile
TXN-000284,ORD-00361,CUST-0175,PROD-AUD-004,2026-08-09 02:24:32,1999.0,UPI,SUCCESS,NONE,2.29,Desktop
TXN-000285,ORD-00362,CUST-0211,PROD-SHO-003,2026-08-15 09:43:22,3299.0,UPI,SUCCESS,NONE,2.31,Mobile
TXN-000286,ORD-00363,CUST-0234,PROD-ACC-002,2026-07-04 04:33:51,7499.0,UPI,SUCCESS,NONE,1.52,Desktop
TXN-000287,ORD-00364,CUST-0296,PROD-LAP-003,2026-06-17 01:08:27,59990.0,Card,SUCCESS,NONE,4.1,Desktop
TXN-000288,ORD-00365,CUST-0113,PROD-AUD-001,2026-08-01 17:42:12,4799.0,UPI,SUCCESS,NONE,3.92,Mobile
TXN-000289,ORD-00366,CUST-0240,PROD-AUD-002,2026-08-16 17:44:51,3899.0,UPI,SUCCESS,NONE,3.81,Mobile
TXN-000290,ORD-00367,CUST-0199,PROD-LAP-006,2026-08-11 21:24:59,49990.0,UPI,SUCCESS,NONE,4.1,Desktop
TXN-000291,ORD-00368,CUST-0095,PROD-LAP-002,2026-06-22 17:10:16,56990.0,UPI,SUCCESS,NONE,1.31,Mobile
TXN-000292,ORD-00369,CUST-0151,PROD-AUD-010,2026-07-08 23:44:05,4699.0,UPI,SUCCESS,NONE,2.87,Desktop
TXN-000293,ORD-00370,CUST-0037,PROD-WAT-002,2026-06-16 00:38:40,4299.0,UPI,FAILED,BANK_DECLINED,2.67,Mobile
TXN-000294,ORD-00371,CUST-0229,PROD-AUD-010,2026-07-30 23:31:48,4699.0,UPI,SUCCESS,NONE,2.05,Desktop
TXN-000295,ORD-00372,CUST-0257,PROD-SHO-001,2026-06-12 18:37:42,3799.0,UPI,FAILED,TIMEOUT,3.09,Mobile
TXN-000296,ORD-00374,CUST-0109,PROD-LAP-004,2026-06-24 01:43:05,38990.0,UPI,SUCCESS,NONE,3.78,Mobile
TXN-000297,ORD-00375,CUST-0033,PROD-SHO-004,2026-06-04 20:44:01,3999.0,UPI,SUCCESS,NONE,3.84,Mobile
TXN-000298,ORD-00376,CUST-0143,PROD-AUD-002,2026-08-02 01:32:38,3899.0,UPI,SUCCESS,NONE,3.32,Tablet
TXN-000299,ORD-00377,CUST-0201,PROD-ACC-002,2026-07-10 13:15:04,7499.0,UPI,SUCCESS,NONE,2.2,Mobile
TXN-000300,ORD-00378,CUST-0020,PROD-AUD-010,2026-08-03 13:06:27,4699.0,UPI,SUCCESS,NONE,3.39,Mobile
TXN-000301,ORD-00379,CUST-0216,PROD-LAP-004,2026-07-10 08:01:06,38990.0,Card,SUCCESS,NONE,5.92,Mobile
TXN-000302,ORD-00380,CUST-0078,PROD-ACC-003,2026-07-06 15:35:51,10999.0,Card,SUCCESS,NONE,3.81,Desktop
TXN-000303,ORD-00381,CUST-0274,PROD-WAT-001,2026-08-29 15:22:53,3499.0,UPI,SUCCESS,NONE,1.99,Mobile
TXN-000304,ORD-00382,CUST-0220,PROD-WAT-001,2026-08-26 05:41:22,3499.0,Card,SUCCESS,NONE,5.9,Mobile
TXN-000305,ORD-00383,CUST-0164,PROD-PHN-001,2026-08-06 15:11:38,24999.0,UPI,SUCCESS,NONE,2.54,Desktop
TXN-000306,ORD-00384,CUST-0236,PROD-AUD-002,2026-07-30 14:32:37,3899.0,Card,SUCCESS,NONE,6.13,Mobile
TXN-000307,ORD-00385,CUST-0117,PROD-SHO-003,2026-07-25 21:47:24,3299.0,UPI,SUCCESS,NONE,2.38,Tablet
TXN-000308,ORD-00386,CUST-0292,PROD-LAP-004,2026-06-20 12:05:51,38990.0,Net Banking,SUCCESS,NONE,5.0,Mobile
TXN-000309,ORD-00387,CUST-0073,PROD-PHN-003,2026-06-29 02:42:08,17499.0,Card,FAILED,BANK_DECLINED,7.23,Desktop
TXN-000310,ORD-00388,CUST-0101,PROD-SHO-001,2026-06-25 13:53:17,3799.0,Card,SUCCESS,NONE,6.44,Mobile
TXN-000311,ORD-00389,CUST-0199,PROD-ACC-003,2026-06-29 07:08:49,10999.0,UPI,SUCCESS,NONE,1.38,Mobile
TXN-000312,ORD-00390,CUST-0051,PROD-PHN-004,2026-07-30 08:13:39,71990.0,UPI,SUCCESS,NONE,2.85,Desktop
TXN-000313,ORD-00391,CUST-0071,PROD-ACC-003,2026-07-11 01:21:13,10999.0,UPI,FAILED,BANK_DECLINED,1.7,Desktop
TXN-000314,ORD-00392,CUST-0190,PROD-SHO-001,2026-07-13 17:29:09,3799.0,Net Banking,FAILED,TIMEOUT,5.46,Tablet
TXN-000315,ORD-00394,CUST-0224,PROD-AUD-008,2026-07-06 07:04:58,7990.0,UPI,SUCCESS,NONE,1.22,Mobile
TXN-000316,ORD-00395,CUST-0164,PROD-PHN-001,2026-08-16 21:42:32,24999.0,Card,SUCCESS,NONE,6.43,Mobile
TXN-000317,ORD-00396,CUST-0249,PROD-WAT-002,2026-06-16 13:32:15,4299.0,Card,SUCCESS,NONE,7.33,Mobile
TXN-000318,ORD-00397,CUST-0050,PROD-LAP-003,2026-06-07 15:54:22,59990.0,Card,SUCCESS,NONE,6.96,Tablet
TXN-000319,ORD-00400,CUST-0132,PROD-LAP-001,2026-08-14 05:25:10,48990.0,Card,SUCCESS,NONE,3.14,Mobile
TXN-000320,ORD-00401,CUST-0196,PROD-AUD-004,2026-07-31 03:42:07,1999.0,UPI,SUCCESS,NONE,4.33,Mobile
TXN-000321,ORD-00402,CUST-0255,PROD-AUD-002,2026-07-24 12:21:35,3899.0,UPI,SUCCESS,NONE,4.49,Desktop
TXN-000322,ORD-00403,CUST-0201,PROD-LAP-001,2026-08-30 12:22:35,48990.0,Card,SUCCESS,NONE,7.03,Mobile
TXN-000323,ORD-00405,CUST-0249,PROD-WAT-001,2026-08-13 14:25:34,3499.0,UPI,SUCCESS,NONE,2.87,Mobile
TXN-000324,ORD-00406,CUST-0270,PROD-SHO-003,2026-08-12 01:00:23,3299.0,UPI,SUCCESS,NONE,2.04,Desktop
TXN-000325,ORD-00407,CUST-0182,PROD-SHO-004,2026-06-08 17:12:56,3999.0,UPI,SUCCESS,NONE,3.96,Mobile
TXN-000326,ORD-00408,CUST-0115,PROD-PHN-004,2026-06-15 05:48:35,71990.0,UPI,SUCCESS,NONE,2.77,Mobile
TXN-000327,ORD-00409,CUST-0043,PROD-AUD-003,2026-08-10 11:54:53,4999.0,UPI,SUCCESS,NONE,1.53,Mobile
TXN-000328,ORD-00410,CUST-0094,PROD-AUD-004,2026-08-03 11:13:26,1999.0,UPI,SUCCESS,NONE,1.55,Desktop
TXN-000329,ORD-00411,CUST-0215,PROD-LAP-006,2026-06-15 10:20:29,49990.0,Card,SUCCESS,NONE,5.55,Mobile
TXN-000330,ORD-00412,CUST-0083,PROD-WAT-001,2026-08-23 17:31:57,3499.0,UPI,SUCCESS,NONE,2.17,Desktop
TXN-000331,ORD-00413,CUST-0042,PROD-WAT-004,2026-07-22 04:35:25,7999.0,Card,SUCCESS,NONE,3.67,Mobile
TXN-000332,ORD-00414,CUST-0201,PROD-WAT-004,2026-06-12 15:23:29,7999.0,Net Banking,SUCCESS,NONE,5.52,Mobile
TXN-000333,ORD-00417,CUST-0096,PROD-AUD-004,2026-06-28 20:16:18,1999.0,UPI,SUCCESS,NONE,2.07,Tablet
TXN-000334,ORD-00419,CUST-0234,PROD-WAT-004,2026-06-07 19:54:44,7999.0,UPI,SUCCESS,NONE,2.61,Mobile
TXN-000335,ORD-00420,CUST-0037,PROD-WAT-003,2026-08-25 15:32:48,27900.0,UPI,SUCCESS,NONE,3.39,Desktop
TXN-000336,ORD-00421,CUST-0124,PROD-AUD-008,2026-07-08 17:05:57,7990.0,Wallet,SUCCESS,NONE,3.05,Mobile
TXN-000337,ORD-00423,CUST-0286,PROD-SHO-003,2026-07-12 21:52:45,3299.0,UPI,SUCCESS,NONE,3.48,Desktop
TXN-000338,ORD-00424,CUST-0212,PROD-PHN-001,2026-07-14 22:43:30,24999.0,Card,SUCCESS,NONE,5.98,Mobile
TXN-000339,ORD-00426,CUST-0053,PROD-LAP-005,2026-07-14 09:24:53,94900.0,UPI,SUCCESS,NONE,2.65,Mobile
TXN-000340,ORD-00427,CUST-0105,PROD-LAP-005,2026-08-18 15:35:03,94900.0,UPI,FAILED,TIMEOUT,3.97,Desktop
TXN-000341,ORD-00428,CUST-0204,PROD-PHN-001,2026-07-20 21:39:25,24999.0,UPI,SUCCESS,NONE,1.35,Mobile
TXN-000342,ORD-00430,CUST-0227,PROD-SHO-001,2026-08-27 07:21:39,3799.0,Card,FAILED,TIMEOUT,5.33,Mobile
TXN-000343,ORD-00431,CUST-0157,PROD-LAP-004,2026-07-24 09:35:23,38990.0,Card,SUCCESS,NONE,5.81,Mobile
TXN-000344,ORD-00432,CUST-0161,PROD-SHO-003,2026-07-07 13:39:16,3299.0,Card,FAILED,BANK_DECLINED,6.63,Mobile
TXN-000345,ORD-00433,CUST-0218,PROD-AUD-008,2026-06-05 03:08:04,7990.0,UPI,SUCCESS,NONE,4.01,Desktop
TXN-000346,ORD-00434,CUST-0266,PROD-AUD-004,2026-06-11 06:26:55,1999.0,UPI,SUCCESS,NONE,2.12,Mobile
TXN-000347,ORD-00435,CUST-0112,PROD-LAP-005,2026-07-27 10:44:51,94900.0,UPI,SUCCESS,NONE,2.72,Mobile
TXN-000348,ORD-00437,CUST-0141,PROD-AUD-004,2026-07-22 09:29:13,1999.0,UPI,SUCCESS,NONE,3.36,Mobile
TXN-000349,ORD-00440,CUST-0199,PROD-LAP-004,2026-06-12 19:48:07,38990.0,Wallet,SUCCESS,NONE,3.49,Mobile
TXN-000350,ORD-00441,CUST-0140,PROD-WAT-001,2026-08-06 13:19:09,3499.0,Wallet,SUCCESS,NONE,1.15,Mobile
TXN-000351,ORD-00442,CUST-0208,PROD-AUD-005,2026-07-18 02:58:06,22990.0,Card,SUCCESS,NONE,6.08,Mobile
TXN-000352,ORD-00444,CUST-0092,PROD-WAT-002,2026-08-16 17:20:37,4299.0,UPI,SUCCESS,NONE,3.29,Mobile
TXN-000353,ORD-00445,CUST-0110,PROD-LAP-001,2026-07-27 04:12:41,48990.0,Card,SUCCESS,NONE,3.32,Mobile
TXN-000354,ORD-00446,CUST-0270,PROD-LAP-003,2026-08-12 14:23:44,59990.0,UPI,SUCCESS,NONE,1.85,Mobile
TXN-000355,ORD-00447,CUST-0165,PROD-WAT-001,2026-08-25 17:45:24,3499.0,UPI,SUCCESS,NONE,3.57,Desktop
TXN-000356,ORD-00449,CUST-0210,PROD-SHO-001,2026-08-04 11:33:26,3799.0,Card,SUCCESS,NONE,4.75,Desktop
TXN-000357,ORD-00453,CUST-0139,PROD-ACC-003,2026-07-16 00:31:16,10999.0,UPI,SUCCESS,NONE,4.24,Mobile
TXN-000358,ORD-00456,CUST-0078,PROD-ACC-001,2026-07-11 14:43:13,8995.0,Card,SUCCESS,NONE,6.91,Mobile
TXN-000359,ORD-00457,CUST-0110,PROD-PHN-001,2026-08-02 03:03:29,24999.0,Card,FAILED,INVALID_REQUEST,7.32,Mobile
TXN-000360,ORD-00459,CUST-0202,PROD-SHO-001,2026-07-14 01:45:59,3799.0,Net Banking,SUCCESS,NONE,12.6,Mobile
TXN-000361,ORD-00460,CUST-0096,PROD-LAP-005,2026-07-04 11:27:54,94900.0,Wallet,SUCCESS,NONE,1.56,Mobile
TXN-000362,ORD-00461,CUST-0046,PROD-WAT-001,2026-07-02 05:05:57,3499.0,Wallet,FAILED,INSUFFICIENT_FUNDS,2.99,Mobile
TXN-000363,ORD-00462,CUST-0108,PROD-LAP-003,2026-07-22 22:09:24,59990.0,Card,SUCCESS,NONE,6.3,Desktop
TXN-000364,ORD-00463,CUST-0081,PROD-LAP-003,2026-07-30 14:02:13,59990.0,Card,FAILED,TIMEOUT,6.24,Mobile
TXN-000365,ORD-00464,CUST-0024,PROD-AUD-006,2026-08-28 04:40:12,4999.0,Net Banking,SUCCESS,NONE,4.26,Mobile
TXN-000366,ORD-00466,CUST-0055,PROD-AUD-010,2026-06-29 22:06:16,4699.0,UPI,SUCCESS,NONE,2.03,Mobile
TXN-000367,ORD-00467,CUST-0106,PROD-PHN-002,2026-08-10 01:12:09,23999.0,UPI,SUCCESS,NONE,2.38,Mobile
TXN-000368,ORD-00468,CUST-0068,PROD-WAT-001,2026-08-02 19:38:15,3499.0,Card,SUCCESS,NONE,6.21,Desktop
TXN-000369,ORD-00469,CUST-0148,PROD-LAP-001,2026-06-27 01:38:15,48990.0,Card,SUCCESS,NONE,5.96,Desktop
TXN-000370,ORD-00470,CUST-0295,PROD-PHN-003,2026-07-11 01:09:07,17499.0,Wallet,SUCCESS,NONE,1.88,Tablet
TXN-000371,ORD-00471,CUST-0078,PROD-AUD-006,2026-06-05 06:12:40,4999.0,UPI,SUCCESS,NONE,4.04,Desktop
TXN-000372,ORD-00472,CUST-0256,PROD-PHN-004,2026-06-25 21:33:57,71990.0,Card,SUCCESS,NONE,6.28,Mobile
TXN-000373,ORD-00474,CUST-0161,PROD-WAT-002,2026-08-13 09:10:23,4299.0,UPI,SUCCESS,NONE,3.45,Mobile
TXN-000374,ORD-00475,CUST-0287,PROD-LAP-004,2026-06-20 20:58:19,38990.0,UPI,SUCCESS,NONE,2.12,Mobile
TXN-000375,ORD-00476,CUST-0208,PROD-PHN-004,2026-06-19 14:59:29,71990.0,UPI,SUCCESS,NONE,3.54,Mobile
TXN-000376,ORD-00477,CUST-0116,PROD-PHN-005,2026-06-18 22:09:17,22999.0,Card,FAILED,TIMEOUT,5.63,Desktop
TXN-000377,ORD-00478,CUST-0105,PROD-SHO-002,2026-07-21 15:03:59,3695.0,Card,SUCCESS,NONE,6.04,Mobile
