order_id,customer_id,timestamp,amount,order_status,checkout_status,payment_status,items_json
ORD-00300,CUST-0252,2026-08-05 14:13:29,8995.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-ACC-001"", ""product_name"": ""Logitech MX Master 3S Wireless Mouse"", ""price"": 8995.0, ""quantity"": 1}]"
ORD-00301,CUST-0041,2026-07-30 21:45:20,4999.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-AUD-006"", ""product_name"": ""JBL Tune 760NC Lightweight ANC"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00302,CUST-0255,2026-08-21 13:48:09,3299.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00303,CUST-0129,2026-08-30 20:59:04,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-003"", ""product_name"": ""AeroBeats Elite ANC Wireless"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00304,CUST-0130,2026-09-01 17:22:58,3695.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-002"", ""product_name"": ""Nike Revolution 6 Next Nature Running Shoes"", ""price"": 3695.0, ""quantity"": 1}]"
ORD-00305,CUST-0208,2026-06-20 18:40:11,3899.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00306,CUST-0065,2026-08-02 14:58:19,3799.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-001"", ""product_name"": ""Puma Velocity Nitro 2 Running Shoes"", ""price"": 3799.0, ""quantity"": 1}]"
ORD-00307,CUST-0053,2026-06-09 22:05:29,38990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00308,CUST-0232,2026-07-11 04:29:25,27900.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-WAT-003"", ""product_name"": ""Apple Watch SE (2nd Gen) GPS 40mm"", ""price"": 27900.0, ""quantity"": 1}]"
ORD-00309,CUST-0238,2026-06-23 08:46:13,7499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-002"", ""product_name"": ""Keychron K2 Wireless Mechanical Keyboard"", ""price"": 7499.0, ""quantity"": 1}]"
ORD-00310,CUST-0244,2026-06-05 21:30:29,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00311,CUST-0122,2026-08-31 14:41:29,48990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-001"", ""product_name"": ""Lenovo IdeaPad Slim 3 15.6 Core i5"", ""price"": 48990.0, ""quantity"": 1}]"
ORD-00312,CUST-0098,2026-06-06 20:16:55,22990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-005"", ""product_name"": ""Sony WH-1000XM4 Flagship ANC"", ""price"": 22990.0, ""quantity"": 1}]"
ORD-00313,CUST-0152,2026-08-17 10:52:18,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00314,CUST-0139,2026-07-25 19:35:12,17499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-003"", ""product_name"": ""Samsung Galaxy M34 5G 8GB/128GB"", ""price"": 17499.0, ""quantity"": 1}]"
ORD-00315,CUST-0280,2026-08-25 04:29:59,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00316,CUST-0253,2026-06-26 23:12:14,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00317,CUST-0092,2026-08-11 00:25:29,10999.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00318,CUST-0288,2026-07-26 15:14:30,4299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-002"", ""product_name"": ""Fire-Boltt Invincible Plus AMOLED Smartwatch"", ""price"": 4299.0, ""quantity"": 1}]"
ORD-00319,CUST-0017,2026-07-25 02:42:50,27900.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-003"", ""product_name"": ""Apple Watch SE (2nd Gen) GPS 40mm"", ""price"": 27900.0, ""quantity"": 1}]"
ORD-00320,CUST-0107,2026-06-21 05:30:41,27900.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-003"", ""product_name"": ""Apple Watch SE (2nd Gen) GPS 40mm"", ""price"": 27900.0, ""quantity"": 1}]"
ORD-00321,CUST-0065,2026-09-01 01:17:13,22990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-005"", ""product_name"": ""Sony WH-1000XM4 Flagship ANC"", ""price"": 22990.0, ""quantity"": 1}]"
ORD-00322,CUST-0075,2026-06-14 18:27:49,48990.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-LAP-001"", ""product_name"": ""Lenovo IdeaPad Slim 3 15.6 Core i5"", ""price"": 48990.0, ""quantity"": 1}]"
ORD-00323,CUST-0086,2026-07-30 21:31:04,94900.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-005"", ""product_name"": ""Apple MacBook Air M2 13.6-inch"", ""price"": 94900.0, ""quantity"": 1}]"
ORD-00324,CUST-0124,2026-07-03 07:09:49,71990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00325,CUST-0299,2026-07-21 07:15:29,22990.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-AUD-005"", ""product_name"": ""Sony WH-1000XM4 Flagship ANC"", ""price"": 22990.0, ""quantity"": 1}]"
ORD-00326,CUST-0278,2026-06-25 16:10:49,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00327,CUST-0167,2026-06-21 06:05:25,4799.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-AUD-001"", ""product_name"": ""SonicPulse Pro Wireless ANC Headphones"", ""price"": 4799.0, ""quantity"": 1}]"
ORD-00328,CUST-0142,2026-06-21 16:16:52,22990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-005"", ""product_name"": ""Sony WH-1000XM4 Flagship ANC"", ""price"": 22990.0, ""quantity"": 1}]"
ORD-00329,CUST-0115,2026-07-22 04:11:41,4999.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-006"", ""product_name"": ""JBL Tune 760NC Lightweight ANC"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00330,CUST-0035,2026-08-15 08:46:33,1999.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00331,CUST-0258,2026-07-07 16:07:34,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00332,CUST-0102,2026-08-05 01:13:01,71990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00333,CUST-0012,2026-07-08 00:40:49,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-006"", ""product_name"": ""JBL Tune 760NC Lightweight ANC"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00334,CUST-0083,2026-06-20 03:35:47,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00335,CUST-0121,2026-07-20 13:17:27,23999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-002"", ""product_name"": ""Redmi Note 13 Pro 5G 8GB/256GB"", ""price"": 23999.0, ""quantity"": 1}]"
ORD-00336,CUST-0110,2026-08-20 14:15:29,4699.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-010"", ""product_name"": ""Realme Buds Air 5 Pro ANC"", ""price"": 4699.0, ""quantity"": 1}]"
ORD-00337,CUST-0215,2026-06-20 12:22:25,3899.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00338,CUST-0122,2026-07-31 16:11:29,24999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-001"", ""product_name"": ""OnePlus Nord CE 4 5G 8GB/128GB"", ""price"": 24999.0, ""quantity"": 1}]"
ORD-00339,CUST-0021,2026-08-01 23:09:09,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00340,CUST-0060,2026-08-10 16:35:09,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00341,CUST-0268,2026-06-13 07:30:01,56990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-002"", ""product_name"": ""ASUS Vivobook 15 Ryzen 7 Thin & Light"", ""price"": 56990.0, ""quantity"": 1}]"
ORD-00342,CUST-0171,2026-07-29 12:19:12,7999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-004"", ""product_name"": ""Amazfit GTS 4 Mini Smart Watch"", ""price"": 7999.0, ""quantity"": 1}]"
ORD-00343,CUST-0022,2026-08-22 23:49:11,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-003"", ""product_name"": ""AeroBeats Elite ANC Wireless"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00344,CUST-0052,2026-07-02 07:58:11,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00345,CUST-0196,2026-08-29 21:12:56,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00346,CUST-0087,2026-07-09 20:46:05,38990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00347,CUST-0138,2026-06-08 07:57:53,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00348,CUST-0120,2026-08-16 00:50:05,3999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-004"", ""product_name"": ""Asics Gel-Contend 8 Running Shoes"", ""price"": 3999.0, ""quantity"": 1}]"
ORD-00349,CUST-0174,2026-08-16 10:40:20,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00350,CUST-0256,2026-07-25 23:50:20,17499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-003"", ""product_name"": ""Samsung Galaxy M34 5G 8GB/128GB"", ""price"": 17499.0, ""quantity"": 1}]"
ORD-00351,CUST-0195,2026-07-12 07:57:39,71990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00352,CUST-0260,2026-08-08 18:46:14,49990.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00353,CUST-0256,2026-06-24 13:44:23,71990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00354,CUST-0019,2026-08-22 20:42:47,2299.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-AUD-009"", ""product_name"": ""OnePlus Bullets Wireless Z2 ANC"", ""price"": 2299.0, ""quantity"": 1}]"
ORD-00355,CUST-0294,2026-06-12 10:47:19,7999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-004"", ""product_name"": ""Amazfit GTS 4 Mini Smart Watch"", ""price"": 7999.0, ""quantity"": 1}]"
ORD-00356,CUST-0105,2026-08-27 19:19:26,7999.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-WAT-004"", ""product_name"": ""Amazfit GTS 4 Mini Smart Watch"", ""price"": 7999.0, ""quantity"": 1}]"
ORD-00357,CUST-0189,2026-08-11 00:04:42,8995.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-001"", ""product_name"": ""Logitech MX Master 3S Wireless Mouse"", ""price"": 8995.0, ""quantity"": 1}]"
ORD-00358,CUST-0042,2026-07-31 01:59:08,4799.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-001"", ""product_name"": ""SonicPulse Pro Wireless ANC Headphones"", ""price"": 4799.0, ""quantity"": 1}]"
ORD-00359,CUST-0151,2026-08-19 06:55:12,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00360,CUST-0101,2026-07-21 03:29:40,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-003"", ""product_name"": ""AeroBeats Elite ANC Wireless"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00361,CUST-0175,2026-08-09 02:24:32,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00362,CUST-0211,2026-08-15 09:43:22,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00363,CUST-0234,2026-07-04 04:33:51,7499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-002"", ""product_name"": ""Keychron K2 Wireless Mechanical Keyboard"", ""price"": 7499.0, ""quantity"": 1}]"
ORD-00364,CUST-0296,2026-06-17 01:08:27,59990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-003"", ""product_name"": ""HP Pavilion 14 13th Gen Intel i5"", ""price"": 59990.0, ""quantity"": 1}]"
ORD-00365,CUST-0113,2026-08-01 17:42:12,4799.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-001"", ""product_name"": ""SonicPulse Pro Wireless ANC Headphones"", ""price"": 4799.0, ""quantity"": 1}]"
ORD-00366,CUST-0240,2026-08-16 17:44:51,3899.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00367,CUST-0199,2026-08-11 21:24:59,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00368,CUST-0095,2026-06-22 17:10:16,56990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-002"", ""product_name"": ""ASUS Vivobook 15 Ryzen 7 Thin & Light"", ""price"": 56990.0, ""quantity"": 1}]"
ORD-00369,CUST-0151,2026-07-08 23:44:05,4699.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-010"", ""product_name"": ""Realme Buds Air 5 Pro ANC"", ""price"": 4699.0, ""quantity"": 1}]"
ORD-00370,CUST-0037,2026-06-16 00:38:40,4299.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-WAT-002"", ""product_name"": ""Fire-Boltt Invincible Plus AMOLED Smartwatch"", ""price"": 4299.0, ""quantity"": 1}]"
ORD-00371,CUST-0229,2026-07-30 23:31:48,4699.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-010"", ""product_name"": ""Realme Buds Air 5 Pro ANC"", ""price"": 4699.0, ""quantity"": 1}]"
ORD-00372,CUST-0257,2026-06-12 18:37:42,3799.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-SHO-001"", ""product_name"": ""Puma Velocity Nitro 2 Running Shoes"", ""price"": 3799.0, ""quantity"": 1}]"
ORD-00373,CUST-0029,2026-08-05 20:30:16,8995.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-ACC-001"", ""product_name"": ""Logitech MX Master 3S Wireless Mouse"", ""price"": 8995.0, ""quantity"": 1}]"
ORD-00374,CUST-0109,2026-06-24 01:43:05,38990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00375,CUST-0033,2026-06-04 20:44:01,3999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-004"", ""product_name"": ""Asics Gel-Contend 8 Running Shoes"", ""price"": 3999.0, ""quantity"": 1}]"
ORD-00376,CUST-0143,2026-08-02 01:32:38,3899.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00377,CUST-0201,2026-07-10 13:15:04,7499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-002"", ""product_name"": ""Keychron K2 Wireless Mechanical Keyboard"", ""price"": 7499.0, ""quantity"": 1}]"
ORD-00378,CUST-0020,2026-08-03 13:06:27,4699.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-010"", ""product_name"": ""Realme Buds Air 5 Pro ANC"", ""price"": 4699.0, ""quantity"": 1}]"
ORD-00379,CUST-0216,2026-07-10 08:01:06,38990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00380,CUST-0078,2026-07-06 15:35:51,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00381,CUST-0274,2026-08-29 15:22:53,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00382,CUST-0220,2026-08-26 05:41:22,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00383,CUST-0164,2026-08-06 15:11:38,24999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-001"", ""product_name"": ""OnePlus Nord CE 4 5G 8GB/128GB"", ""price"": 24999.0, ""quantity"": 1}]"
ORD-00384,CUST-0236,2026-07-30 14:32:37,3899.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00385,CUST-0117,2026-07-25 21:47:24,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00386,CUST-0292,2026-06-20 12:05:51,38990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00387,CUST-0073,2026-06-29 02:42:08,17499.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-PHN-003"", ""product_name"": ""Samsung Galaxy M34 5G 8GB/128GB"", ""price"": 17499.0, ""quantity"": 1}]"
ORD-00388,CUST-0101,2026-06-25 13:53:17,3799.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-001"", ""product_name"": ""Puma Velocity Nitro 2 Running Shoes"", ""price"": 3799.0, ""quantity"": 1}]"
ORD-00389,CUST-0199,2026-06-29 07:08:49,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00390,CUST-0051,2026-07-30 08:13:39,71990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00391,CUST-0071,2026-07-11 01:21:13,10999.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00392,CUST-0190,2026-07-13 17:29:09,3799.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-SHO-001"", ""product_name"": ""Puma Velocity Nitro 2 Running Shoes"", ""price"": 3799.0, ""quantity"": 1}]"
ORD-00393,CUST-0004,2026-08-18 15:03:52,1499.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-007"", ""product_name"": ""boAt Airdopes 141 ANC TWS"", ""price"": 1499.0, ""quantity"": 1}]"
ORD-00394,CUST-0224,2026-07-06 07:04:58,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00395,CUST-0164,2026-08-16 21:42:32,24999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-001"", ""product_name"": ""OnePlus Nord CE 4 5G 8GB/128GB"", ""price"": 24999.0, ""quantity"": 1}]"
ORD-00396,CUST-0249,2026-06-16 13:32:15,4299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-002"", ""product_name"": ""Fire-Boltt Invincible Plus AMOLED Smartwatch"", ""price"": 4299.0, ""quantity"": 1}]"
ORD-00397,CUST-0050,2026-06-07 15:54:22,59990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-003"", ""product_name"": ""HP Pavilion 14 13th Gen Intel i5"", ""price"": 59990.0, ""quantity"": 1}]"
ORD-00398,CUST-0028,2026-07-25 13:23:54,7499.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-ACC-002"", ""product_name"": ""Keychron K2 Wireless Mechanical Keyboard"", ""price"": 7499.0, ""quantity"": 1}]"
ORD-00399,CUST-0298,2026-08-08 16:56:14,4999.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-006"", ""product_name"": ""JBL Tune 760NC Lightweight ANC"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00400,CUST-0132,2026-08-14 05:25:10,48990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-001"", ""product_name"": ""Lenovo IdeaPad Slim 3 15.6 Core i5"", ""price"": 48990.0, ""quantity"": 1}]"
ORD-00401,CUST-0196,2026-07-31 03:42:07,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00402,CUST-0255,2026-07-24 12:21:35,3899.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-002"", ""product_name"": ""SoundMax Over-Ear Wireless 50H"", ""price"": 3899.0, ""quantity"": 1}]"
ORD-00403,CUST-0201,2026-08-30 12:22:35,48990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-001"", ""product_name"": ""Lenovo IdeaPad Slim 3 15.6 Core i5"", ""price"": 48990.0, ""quantity"": 1}]"
ORD-00404,CUST-0132,2026-06-05 20:33:49,59990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-003"", ""product_name"": ""HP Pavilion 14 13th Gen Intel i5"", ""price"": 59990.0, ""quantity"": 1}]"
ORD-00405,CUST-0249,2026-08-13 14:25:34,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00406,CUST-0270,2026-08-12 01:00:23,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
